2019 NSS results split by teaching provider,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,%Agree,,,,,
UKPRN,Provider,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval - min,Actual value,Confidence interval - max,Response,Sample Size,Two years aggregate data?
10007165,The University of Westminster,Scale04,3%,7%,15%,42%,34%,47,73%,75%,77%,2634,3473,
10007165,The University of Westminster,Q15,5%,10%,18%,44%,23%,6,64%,66%,68%,2628,3473,
10007165,The University of Westminster,Q16,4%,7%,11%,40%,37%,3,76%,78%,80%,2631,3473,
10007165,The University of Westminster,Q17,3%,6%,15%,43%,33%,20,74%,76%,78%,2614,3473,
10007165,The University of Westminster,Scale05,4%,8%,15%,42%,31%,29,71%,73%,75%,2633,3473,
10007165,The University of Westminster,Q18,3%,3%,12%,40%,42%,19,81%,82%,84%,2615,3473,
10007165,The University of Westminster,Q19,1%,3%,8%,38%,50%,6,86%,88%,89%,2628,3473,
10007165,The University of Westminster,Q20,1%,3%,9%,40%,47%,35,85%,87%,88%,2599,3473,
10007165,The University of Westminster,Scale06,2%,3%,9%,39%,46%,60,84%,85%,87%,2633,3473,
10007165,The University of Westminster,Q21,6%,11%,21%,36%,27%,16,60%,62%,64%,2618,3473,
10007165,The University of Westminster,Q22,2%,4%,10%,44%,40%,7,82%,84%,85%,2627,3473,
10007165,The University of Westminster,Scale07,4%,7%,15%,40%,33%,23,71%,73%,75%,2634,3473,
10007165,The University of Westminster,Q23,2%,6%,14%,43%,36%,10,77%,79%,80%,2624,3473,
10007165,The University of Westminster,Q24,4%,8%,17%,40%,31%,19,70%,72%,73%,2615,3473,
10007165,The University of Westminster,Q25,6%,11%,25%,36%,23%,20,57%,59%,61%,2614,3473,
10007165,The University of Westminster,Scale08,4%,8%,18%,39%,30%,49,68%,70%,72%,2631,3473,
10007165,The University of Westminster,Q26,6%,9%,32%,33%,21%,138,51%,53%,55%,2496,3473,
10007165,The University of Westminster,Q27,3%,6%,13%,46%,32%,10,76%,78%,80%,2624,3473,
10007459,Weston College of Further and Higher Education,Q01,1%,2%,2%,44%,51%,0,91%,95%,97%,218,256,
10007459,Weston College of Further and Higher Education,Q02,1%,2%,2%,44%,51%,1,91%,95%,97%,217,256,
10007459,Weston College of Further and Higher Education,Q03,2%,1%,4%,41%,52%,0,88%,93%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q04,1%,2%,3%,30%,64%,0,89%,94%,96%,218,256,
10007459,Weston College of Further and Higher Education,Scale01,1%,2%,3%,39%,54%,1,89%,94%,97%,218,256,
10007459,Weston College of Further and Higher Education,Q05,1%,3%,2%,34%,60%,0,90%,94%,97%,218,256,
10007459,Weston College of Further and Higher Education,Q06,1%,0%,5%,35%,59%,0,89%,94%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q07,1%,3%,3%,36%,57%,0,88%,93%,96%,218,256,
10007459,Weston College of Further and Higher Education,Scale02,1%,2%,4%,35%,58%,0,89%,94%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q08,3%,3%,4%,34%,56%,0,85%,90%,94%,218,256,
10007459,Weston College of Further and Higher Education,Q09,0%,2%,4%,34%,60%,0,89%,94%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q10,0%,4%,7%,35%,54%,0,84%,89%,93%,218,256,
10007459,Weston College of Further and Higher Education,Q11,0%,3%,6%,31%,60%,0,86%,91%,95%,218,256,
10007459,Weston College of Further and Higher Education,Scale03,1%,3%,5%,34%,57%,0,86%,91%,94%,218,256,
10007459,Weston College of Further and Higher Education,Q12,0%,4%,3%,25%,67%,0,88%,93%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q13,1%,2%,5%,35%,58%,0,88%,93%,96%,218,256,
10007459,Weston College of Further and Higher Education,Q14,1%,2%,5%,37%,55%,1,87%,92%,95%,217,256,
10007459,Weston College of Further and Higher Education,Scale04,1%,2%,4%,32%,60%,1,88%,92%,95%,218,256,
10007459,Weston College of Further and Higher Education,Q15,6%,4%,8%,41%,42%,1,76%,82%,87%,217,256,
10007459,Weston College of Further and Higher Education,Q16,0%,2%,6%,27%,65%,0,87%,92%,95%,218,256,
10007459,Weston College of Further and Higher Education,Q17,2%,6%,10%,31%,52%,1,77%,83%,88%,217,256,
10007459,Weston College of Further and Higher Education,Scale05,3%,4%,8%,33%,53%,2,80%,86%,90%,218,256,
10007459,Weston College of Further and Higher Education,Q18,3%,2%,6%,28%,61%,1,83%,89%,93%,217,256,
10007459,Weston College of Further and Higher Education,Q19,1%,3%,6%,36%,55%,2,85%,90%,94%,216,256,
10007459,Weston College of Further and Higher Education,Q20,2%,3%,4%,33%,58%,1,86%,91%,94%,217,256,
10007459,Weston College of Further and Higher Education,Scale06,2%,3%,5%,32%,58%,4,85%,90%,94%,218,256,
10007459,Weston College of Further and Higher Education,Q21,1%,3%,6%,30%,60%,0,85%,90%,94%,218,256,
10007459,Weston College of Further and Higher Education,Q22,0%,0%,7%,31%,61%,0,87%,92%,95%,218,256,
10007459,Weston College of Further and Higher Education,Scale07,1%,2%,7%,30%,61%,0,86%,91%,94%,218,256,
10007459,Weston College of Further and Higher Education,Q23,1%,2%,3%,29%,65%,1,89%,94%,96%,217,256,
10007459,Weston College of Further and Higher Education,Q24,2%,2%,5%,27%,63%,2,86%,91%,94%,216,256,
10007459,Weston College of Further and Higher Education,Q25,3%,3%,10%,38%,47%,2,78%,84%,89%,216,256,
10007459,Weston College of Further and Higher Education,Scale08,2%,2%,6%,31%,58%,5,84%,90%,93%,217,256,
10007459,Weston College of Further and Higher Education,Q26,3%,3%,16%,39%,39%,11,71%,78%,83%,207,256,
10007459,Weston College of Further and Higher Education,Q27,2%,3%,2%,36%,57%,2,88%,93%,96%,216,256,
10007469,Weymouth College,Q01,0%,0%,0%,54%,46%,0,88%,100%,100%,35,44,
10007469,Weymouth College,Q02,0%,0%,0%,60%,40%,0,88%,100%,100%,35,44,
10007469,Weymouth College,Q03,0%,6%,3%,49%,43%,0,76%,91%,97%,35,44,
10007469,Weymouth College,Q04,0%,6%,11%,31%,51%,0,65%,83%,93%,35,44,
10007469,Weymouth College,Scale01,0%,3%,4%,49%,45%,0,79%,94%,98%,35,44,
10007469,Weymouth College,Q05,0%,0%,6%,49%,46%,0,79%,94%,99%,35,44,
10007469,Weymouth College,Q06,0%,3%,9%,34%,54%,0,72%,89%,96%,35,44,
10007469,Weymouth College,Q07,0%,0%,3%,37%,60%,0,84%,97%,100%,35,44,
10007469,Weymouth College,Scale02,0%,1%,6%,40%,53%,0,78%,93%,98%,35,44,
10007469,Weymouth College,Q08,6%,9%,3%,34%,49%,0,65%,83%,93%,35,44,
10007469,Weymouth College,Q09,0%,3%,6%,34%,57%,0,76%,91%,97%,35,44,
10007469,Weymouth College,Q10,3%,9%,9%,60%,20%,0,62%,80%,91%,35,44,
10007469,Weymouth College,Q11,0%,6%,6%,40%,49%,0,72%,89%,96%,35,44,
10007469,Weymouth College,Scale03,2%,6%,6%,42%,44%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Q12,0%,3%,6%,20%,71%,0,76%,91%,97%,35,44,
10007469,Weymouth College,Q13,0%,6%,9%,34%,51%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Q14,0%,0%,6%,38%,56%,1,79%,94%,99%,34,44,
10007469,Weymouth College,Scale04,0%,3%,7%,31%,60%,1,74%,90%,97%,35,44,
10007469,Weymouth College,Q15,3%,0%,14%,43%,40%,0,65%,83%,93%,35,44,
10007469,Weymouth College,Q16,0%,0%,3%,51%,46%,0,84%,97%,100%,35,44,
10007469,Weymouth College,Q17,0%,9%,6%,46%,40%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Scale05,1%,3%,8%,47%,42%,0,72%,89%,96%,35,44,
10007469,Weymouth College,Q18,9%,11%,11%,46%,23%,0,50%,69%,83%,35,44,
10007469,Weymouth College,Q19,3%,6%,20%,37%,34%,0,53%,71%,85%,35,44,
10007469,Weymouth College,Q20,3%,6%,6%,46%,40%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Scale06,5%,8%,12%,43%,32%,0,57%,75%,87%,35,44,
10007469,Weymouth College,Q21,0%,9%,3%,40%,49%,0,72%,89%,96%,35,44,
10007469,Weymouth College,Q22,0%,6%,9%,31%,54%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Scale07,0%,7%,6%,36%,51%,0,70%,87%,95%,35,44,
10007469,Weymouth College,Q23,0%,3%,6%,49%,43%,0,76%,91%,97%,35,44,
10007469,Weymouth College,Q24,6%,6%,3%,26%,60%,0,69%,86%,94%,35,44,
10007469,Weymouth College,Q25,0%,17%,14%,40%,29%,0,50%,69%,83%,35,44,
10007469,Weymouth College,Scale08,2%,9%,8%,38%,44%,0,64%,82%,92%,35,44,
10007469,Weymouth College,Q26,3%,13%,13%,34%,38%,3,53%,72%,85%,32,44,
10007469,Weymouth College,Q27,3%,3%,3%,51%,40%,0,76%,91%,97%,35,44,
10045652,Whitefield Schools,Q01,0%,0%,7%,73%,20%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Q02,0%,0%,7%,80%,13%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Q03,0%,0%,7%,60%,33%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Q04,0%,0%,0%,40%,60%,0,76%,100%,100%,15,21,
10045652,Whitefield Schools,Scale01,0%,0%,5%,63%,32%,0,69%,95%,99%,15,21,
10045652,Whitefield Schools,Q05,0%,0%,7%,40%,53%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Q06,0%,0%,0%,53%,47%,0,76%,100%,100%,15,21,
10045652,Whitefield Schools,Q07,0%,0%,0%,73%,27%,0,76%,100%,100%,15,21,
10045652,Whitefield Schools,Scale02,0%,0%,2%,56%,42%,0,73%,98%,100%,15,21,
10045652,Whitefield Schools,Q08,13%,7%,20%,60%,0%,0,34%,60%,82%,15,21,
10045652,Whitefield Schools,Q09,0%,0%,33%,53%,13%,0,39%,67%,86%,15,21,
10045652,Whitefield Schools,Q10,7%,7%,7%,60%,20%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q11,0%,0%,27%,47%,27%,0,45%,73%,90%,15,21,
10045652,Whitefield Schools,Scale03,5%,3%,22%,55%,15%,0,42%,70%,88%,15,21,
10045652,Whitefield Schools,Q12,7%,13%,0%,40%,40%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q13,0%,13%,7%,67%,13%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q14,0%,0%,20%,67%,13%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Scale04,2%,9%,9%,58%,22%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q15,0%,7%,20%,53%,20%,0,45%,73%,90%,15,21,
10045652,Whitefield Schools,Q16,0%,0%,7%,60%,33%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Q17,0%,7%,7%,64%,21%,1,57%,86%,96%,14,21,
10045652,Whitefield Schools,Scale05,0%,4%,11%,60%,24%,1,57%,84%,96%,15,21,
10045652,Whitefield Schools,Q18,7%,7%,33%,53%,0%,0,28%,53%,77%,15,21,
10045652,Whitefield Schools,Q19,13%,7%,7%,60%,13%,0,45%,73%,90%,15,21,
10045652,Whitefield Schools,Q20,7%,7%,40%,40%,7%,0,23%,47%,72%,15,21,
10045652,Whitefield Schools,Scale06,9%,7%,27%,51%,7%,0,32%,58%,80%,15,21,
10045652,Whitefield Schools,Q21,0%,14%,21%,43%,21%,1,36%,64%,85%,14,21,
10045652,Whitefield Schools,Q22,0%,0%,7%,60%,33%,0,67%,93%,99%,15,21,
10045652,Whitefield Schools,Scale07,0%,7%,13%,50%,30%,1,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q23,7%,0%,7%,67%,20%,0,59%,87%,97%,15,21,
10045652,Whitefield Schools,Q24,0%,0%,20%,53%,27%,0,52%,80%,94%,15,21,
10045652,Whitefield Schools,Q25,0%,13%,40%,47%,0%,0,23%,47%,72%,15,21,
10045652,Whitefield Schools,Scale08,2%,4%,22%,56%,16%,0,43%,71%,89%,15,21,
10045652,Whitefield Schools,Q26,0%,17%,42%,42%,0%,3,18%,42%,70%,12,21,
10045652,Whitefield Schools,Q27,0%,0%,0%,60%,40%,0,76%,100%,100%,15,21,
10007500,Wigan and Leigh College,Q01,0%,8%,7%,57%,29%,0,76%,86%,92%,92,108,
10007500,Wigan and Leigh College,Q02,2%,5%,18%,49%,25%,0,63%,74%,83%,92,108,
10007500,Wigan and Leigh College,Q03,1%,9%,18%,46%,26%,0,61%,72%,81%,92,108,
10007500,Wigan and Leigh College,Q04,3%,9%,14%,38%,36%,0,63%,74%,83%,92,108,
10007500,Wigan and Leigh College,Scale01,2%,8%,14%,47%,29%,0,66%,76%,85%,92,108,
10007500,Wigan and Leigh College,Q05,2%,4%,25%,39%,29%,0,57%,68%,78%,92,108,
10007500,Wigan and Leigh College,Q06,2%,5%,18%,46%,28%,0,63%,74%,83%,92,108,
10007500,Wigan and Leigh College,Q07,2%,14%,12%,37%,34%,1,60%,71%,80%,91,108,
10007500,Wigan and Leigh College,Scale02,2%,8%,19%,41%,30%,1,60%,71%,80%,92,108,
10007500,Wigan and Leigh College,Q08,4%,5%,13%,50%,27%,0,67%,77%,85%,92,108,
10007500,Wigan and Leigh College,Q09,2%,4%,14%,47%,33%,0,69%,79%,87%,92,108,
10007500,Wigan and Leigh College,Q10,11%,9%,20%,34%,27%,0,50%,61%,71%,92,108,
10007500,Wigan and Leigh College,Q11,3%,11%,14%,29%,42%,0,61%,72%,81%,92,108,
10007500,Wigan and Leigh College,Scale03,5%,7%,15%,40%,32%,0,61%,72%,81%,92,108,
10007500,Wigan and Leigh College,Q12,3%,4%,12%,37%,43%,1,70%,80%,88%,91,108,
10007500,Wigan and Leigh College,Q13,2%,5%,18%,40%,34%,0,63%,74%,83%,92,108,
10007500,Wigan and Leigh College,Q14,1%,8%,22%,38%,31%,2,58%,69%,78%,90,108,
10007500,Wigan and Leigh College,Scale04,2%,6%,18%,38%,36%,3,63%,74%,83%,92,108,
10007500,Wigan and Leigh College,Q15,12%,11%,16%,42%,18%,0,50%,61%,71%,92,108,
10007500,Wigan and Leigh College,Q16,0%,7%,13%,37%,43%,0,70%,80%,88%,92,108,
10007500,Wigan and Leigh College,Q17,5%,14%,21%,38%,21%,1,48%,59%,70%,91,108,
10007500,Wigan and Leigh College,Scale05,6%,11%,17%,39%,28%,1,56%,67%,76%,92,108,
10007500,Wigan and Leigh College,Q18,8%,5%,18%,40%,30%,1,58%,69%,79%,91,108,
10007500,Wigan and Leigh College,Q19,7%,8%,23%,36%,26%,1,51%,63%,73%,91,108,
10007500,Wigan and Leigh College,Q20,3%,4%,9%,55%,28%,0,74%,84%,90%,92,108,
10007500,Wigan and Leigh College,Scale06,6%,6%,16%,44%,28%,2,61%,72%,81%,92,108,
10007500,Wigan and Leigh College,Q21,7%,8%,21%,31%,34%,1,53%,65%,75%,91,108,
10007500,Wigan and Leigh College,Q22,0%,4%,13%,48%,34%,1,72%,82%,89%,91,108,
10007500,Wigan and Leigh College,Scale07,4%,6%,17%,40%,34%,2,62%,73%,82%,92,108,
10007500,Wigan and Leigh College,Q23,2%,5%,13%,49%,30%,0,69%,79%,87%,92,108,
10007500,Wigan and Leigh College,Q24,7%,9%,13%,45%,27%,0,61%,72%,81%,92,108,
10007500,Wigan and Leigh College,Q25,12%,10%,25%,34%,20%,0,42%,53%,64%,92,108,
10007500,Wigan and Leigh College,Scale08,7%,8%,17%,42%,26%,0,57%,68%,78%,92,108,
10007500,Wigan and Leigh College,Q26,11%,8%,36%,27%,18%,8,34%,45%,57%,84,108,
10007500,Wigan and Leigh College,Q27,7%,9%,12%,49%,24%,0,62%,73%,82%,92,108,
10007527,Wiltshire College and University Centre,Q01,0%,0%,6%,61%,33%,0,86%,94%,98%,85,112,
10007527,Wiltshire College and University Centre,Q02,0%,1%,5%,56%,38%,0,86%,94%,98%,85,112,
10007527,Wiltshire College and University Centre,Q03,0%,1%,9%,55%,34%,0,80%,89%,95%,85,112,
10007527,Wiltshire College and University Centre,Q04,0%,4%,7%,40%,49%,0,80%,89%,95%,85,112,
10007527,Wiltshire College and University Centre,Scale01,0%,1%,7%,53%,39%,0,83%,92%,96%,85,112,
10007527,Wiltshire College and University Centre,Q05,1%,1%,8%,48%,41%,0,80%,89%,95%,85,112,
10007527,Wiltshire College and University Centre,Q06,0%,2%,13%,44%,41%,0,74%,85%,91%,85,112,
10007527,Wiltshire College and University Centre,Q07,0%,4%,4%,49%,44%,0,84%,93%,97%,85,112,
10007527,Wiltshire College and University Centre,Scale02,0%,2%,8%,47%,42%,0,80%,89%,94%,85,112,
10007527,Wiltshire College and University Centre,Q08,0%,5%,19%,46%,31%,0,65%,76%,85%,85,112,
10007527,Wiltshire College and University Centre,Q09,2%,8%,12%,41%,36%,0,67%,78%,86%,85,112,
10007527,Wiltshire College and University Centre,Q10,1%,6%,18%,52%,24%,0,64%,75%,84%,85,112,
10007527,Wiltshire College and University Centre,Q11,0%,4%,11%,59%,27%,0,76%,86%,92%,85,112,
10007527,Wiltshire College and University Centre,Scale03,1%,6%,15%,49%,29%,0,68%,79%,87%,85,112,
10007527,Wiltshire College and University Centre,Q12,0%,1%,4%,39%,56%,0,88%,95%,98%,85,112,
10007527,Wiltshire College and University Centre,Q13,0%,6%,8%,44%,42%,0,76%,86%,92%,85,112,
10007527,Wiltshire College and University Centre,Q14,0%,5%,10%,44%,42%,1,76%,86%,92%,84,112,
10007527,Wiltshire College and University Centre,Scale04,0%,4%,7%,42%,47%,1,80%,89%,94%,85,112,
10007527,Wiltshire College and University Centre,Q15,2%,9%,18%,64%,7%,0,59%,71%,80%,85,112,
10007527,Wiltshire College and University Centre,Q16,0%,4%,8%,48%,40%,0,79%,88%,94%,85,112,
10007527,Wiltshire College and University Centre,Q17,0%,11%,17%,48%,25%,1,61%,73%,82%,84,112,
10007527,Wiltshire College and University Centre,Scale05,1%,8%,14%,53%,24%,1,66%,77%,86%,85,112,
10007527,Wiltshire College and University Centre,Q18,11%,11%,20%,39%,20%,0,47%,59%,70%,85,112,
10007527,Wiltshire College and University Centre,Q19,5%,8%,21%,44%,21%,1,54%,65%,76%,84,112,
10007527,Wiltshire College and University Centre,Q20,2%,6%,7%,58%,27%,0,74%,85%,91%,85,112,
10007527,Wiltshire College and University Centre,Scale06,6%,8%,16%,47%,23%,1,58%,70%,79%,85,112,
10007527,Wiltshire College and University Centre,Q21,0%,6%,18%,45%,31%,1,65%,76%,85%,84,112,
10007527,Wiltshire College and University Centre,Q22,0%,0%,2%,48%,49%,0,91%,98%,99%,85,112,
10007527,Wiltshire College and University Centre,Scale07,0%,3%,11%,46%,40%,1,76%,86%,93%,85,112,
10007527,Wiltshire College and University Centre,Q23,0%,4%,11%,49%,36%,0,76%,86%,92%,85,112,
10007527,Wiltshire College and University Centre,Q24,1%,4%,11%,41%,44%,0,74%,85%,91%,85,112,
10007527,Wiltshire College and University Centre,Q25,2%,12%,22%,44%,20%,0,52%,64%,74%,85,112,
10007527,Wiltshire College and University Centre,Scale08,1%,6%,15%,45%,33%,0,67%,78%,86%,85,112,
10007527,Wiltshire College and University Centre,Q26,7%,14%,32%,32%,16%,9,35%,47%,60%,76,112,
10007527,Wiltshire College and University Centre,Q27,0%,1%,8%,55%,35%,0,81%,91%,95%,85,112,
10003614,University of Winchester,Q01,1%,3%,6%,64%,27%,0,88%,90%,92%,1317,1758,
10003614,University of Winchester,Q02,1%,6%,8%,53%,32%,1,82%,84%,86%,1316,1758,
10003614,University of Winchester,Q03,3%,5%,10%,43%,40%,1,80%,83%,85%,1316,1758,
10003614,University of Winchester,Q04,3%,6%,10%,42%,39%,1,78%,81%,83%,1316,1758,
10003614,University of Winchester,Scale01,2%,5%,8%,50%,34%,3,82%,85%,87%,1317,1758,
10003614,University of Winchester,Q05,2%,5%,10%,43%,41%,2,82%,84%,86%,1315,1758,
10003614,University of Winchester,Q06,2%,5%,11%,41%,41%,1,80%,82%,84%,1316,1758,
10003614,University of Winchester,Q07,2%,6%,11%,42%,38%,6,78%,80%,83%,1311,1758,
10003614,University of Winchester,Scale02,2%,5%,11%,42%,40%,9,80%,82%,84%,1317,1758,
10003614,University of Winchester,Q08,5%,9%,14%,47%,26%,1,70%,73%,75%,1316,1758,
10003614,University of Winchester,Q09,4%,9%,16%,47%,23%,0,68%,71%,73%,1317,1758,
10003614,University of Winchester,Q10,3%,9%,13%,44%,30%,0,72%,74%,77%,1317,1758,
10003614,University of Winchester,Q11,2%,7%,12%,50%,28%,1,75%,78%,80%,1316,1758,
10003614,University of Winchester,Scale03,4%,8%,14%,47%,27%,2,71%,74%,76%,1317,1758,
10003614,University of Winchester,Q12,2%,3%,7%,39%,49%,3,86%,88%,90%,1314,1758,
10003614,University of Winchester,Q13,2%,6%,11%,49%,31%,2,78%,80%,83%,1315,1758,
10003614,University of Winchester,Q14,3%,7%,15%,45%,30%,33,73%,75%,78%,1284,1758,
10003614,University of Winchester,Scale04,2%,5%,11%,44%,37%,38,79%,81%,83%,1316,1758,
10003614,University of Winchester,Q15,5%,10%,13%,46%,25%,1,68%,71%,74%,1316,1758,
10003614,University of Winchester,Q16,4%,9%,10%,41%,36%,0,74%,76%,79%,1317,1758,
10003614,University of Winchester,Q17,5%,8%,12%,44%,31%,11,73%,76%,78%,1306,1758,
10003614,University of Winchester,Scale05,5%,9%,12%,44%,31%,12,72%,74%,77%,1317,1758,
10003614,University of Winchester,Q18,1%,4%,10%,47%,38%,16,83%,85%,87%,1301,1758,
10003614,University of Winchester,Q19,1%,3%,9%,41%,46%,8,85%,87%,89%,1309,1758,
10003614,University of Winchester,Q20,2%,4%,10%,44%,41%,28,83%,85%,87%,1289,1758,
10003614,University of Winchester,Scale06,1%,4%,9%,44%,41%,52,83%,86%,88%,1316,1758,
10003614,University of Winchester,Q21,5%,9%,16%,36%,35%,8,67%,70%,73%,1309,1758,
10003614,University of Winchester,Q22,2%,4%,8%,45%,41%,9,84%,86%,88%,1308,1758,
10003614,University of Winchester,Scale07,3%,7%,12%,41%,38%,17,76%,78%,80%,1316,1758,
10003614,University of Winchester,Q23,2%,4%,9%,43%,43%,2,84%,86%,88%,1315,1758,
10003614,University of Winchester,Q24,3%,6%,13%,40%,36%,4,74%,77%,79%,1313,1758,
10003614,University of Winchester,Q25,5%,13%,22%,35%,25%,8,57%,60%,63%,1309,1758,
10003614,University of Winchester,Scale08,4%,8%,15%,39%,35%,14,72%,74%,77%,1316,1758,
10003614,University of Winchester,Q26,4%,7%,28%,41%,20%,63,57%,60%,63%,1254,1758,
10003614,University of Winchester,Q27,4%,6%,7%,41%,42%,4,81%,83%,85%,1313,1758,
10002107,The Windsor Forest Colleges Group,Q01,5%,0%,10%,48%,38%,0,69%,85%,93%,40,57,
10002107,The Windsor Forest Colleges Group,Q02,3%,5%,8%,50%,35%,0,69%,85%,93%,40,57,
10002107,The Windsor Forest Colleges Group,Q03,3%,0%,3%,63%,33%,0,82%,95%,99%,40,57,
10002107,The Windsor Forest Colleges Group,Q04,5%,5%,3%,40%,48%,0,72%,88%,95%,40,57,
10002107,The Windsor Forest Colleges Group,Scale01,4%,3%,6%,50%,38%,0,73%,88%,95%,40,57,
10002107,The Windsor Forest Colleges Group,Q05,5%,3%,3%,33%,58%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q06,5%,0%,3%,43%,50%,0,78%,93%,98%,40,57,
10002107,The Windsor Forest Colleges Group,Q07,5%,3%,8%,43%,43%,0,69%,85%,93%,40,57,
10002107,The Windsor Forest Colleges Group,Scale02,5%,2%,4%,39%,50%,0,74%,89%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q08,3%,3%,8%,50%,38%,0,72%,88%,95%,40,57,
10002107,The Windsor Forest Colleges Group,Q09,8%,0%,3%,40%,50%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q10,5%,8%,0%,30%,58%,0,72%,88%,95%,40,57,
10002107,The Windsor Forest Colleges Group,Q11,3%,5%,3%,35%,55%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Scale03,4%,4%,3%,39%,50%,0,74%,89%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q12,5%,3%,3%,28%,63%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q13,5%,3%,3%,33%,58%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q14,3%,8%,13%,30%,48%,0,61%,78%,88%,40,57,
10002107,The Windsor Forest Colleges Group,Scale04,4%,4%,6%,30%,56%,0,70%,86%,94%,40,57,
10002107,The Windsor Forest Colleges Group,Q15,5%,8%,10%,50%,28%,0,61%,78%,88%,40,57,
10002107,The Windsor Forest Colleges Group,Q16,3%,3%,5%,33%,58%,0,75%,90%,96%,40,57,
10002107,The Windsor Forest Colleges Group,Q17,3%,8%,5%,38%,48%,0,69%,85%,93%,40,57,
10002107,The Windsor Forest Colleges Group,Scale05,3%,6%,7%,40%,44%,0,68%,84%,93%,40,57,
10002107,The Windsor Forest Colleges Group,Q18,5%,13%,10%,38%,33%,1,54%,72%,84%,39,57,
10002107,The Windsor Forest Colleges Group,Q19,5%,15%,13%,41%,26%,1,49%,67%,80%,39,57,
10002107,The Windsor Forest Colleges Group,Q20,5%,19%,3%,41%,32%,3,55%,73%,86%,37,57,
10002107,The Windsor Forest Colleges Group,Scale06,5%,16%,9%,40%,29%,5,52%,70%,83%,40,57,
10002107,The Windsor Forest Colleges Group,Q21,5%,8%,18%,28%,43%,0,53%,70%,83%,40,57,
10002107,The Windsor Forest Colleges Group,Q22,3%,0%,0%,50%,48%,0,85%,98%,100%,40,57,
